komentar,clean,sentimen
Pelajaran yg gw ambil manusia itu derajatnya lebih tinggi dari hantu setah bahkan iblis jd mau segimanapun manusia ttp akan menang melawan iblis sekalipun ... keren sih d balik kisah sejarah kelam antra korea dan jepang ini,pelajaran yg gw ambil manusia derajatnya hantu setah iblis jd segimanapun manusia ttp menang melawan iblis keren sih d kisah sejarah kelam antra korea jepang,2
Bagian terseram sekaligus terseru di film ini adalah saat iblisnya raksasanya berdiri didepan digudang. Berasa banget terancam dan mencekam.,terseram terseru film iblisnya raksasanya berdiri didepan digudang berasa banget terancam mencekam,2
👍👍👍🙏🙏🙏,,1
Akhirnya paham 😂❤,paham,1
"baru kali ini gw nonton alur cerita duluan sbelum nonton filmy, saking gk mau mikir keras sama cerita exhume :V",kali gw nonton alur cerita duluan sbelum nonton filmy saking gk mikir keras cerita exhume v,1
"wah, kala ga nonton alurnya mungkin sy ga ngerti ya, epic juga ceritanya. Makasih, Bang Jiwa",tidak nonton alurnya sy tidak ngerti ya epic jutidak ceritanya makasih bang jiwa,2
"Nonton ulang ke 3xnya, itu karena setiap pas dengerin sambil rebahan alhasil ketiduran terus. Sekarang mau dengerin sambil makan biar gak ketiduran.",nonton ulang xnya pas dengerin rebahan alhasil ketiduran dengerin makan biar tidakk ketiduran,1
mimin... makasih bnyak yaaa udh d alurin.. fix mimin baik hati😊❤❤,mimin makasih bnyak yaaa udh d alurin fix mimin hati,1
"KALO GITU INDONESIA JUGA DIPASANG PASAK DONG , khan sama sama dijajah jepang",kalo gitu indonesia jutidak dipasang pasak khan dijajah jepang,1
Sedikit sekali durasinya,durasinya,1
"Aku udah nonton sih, cmn pas nonton “hah maksdnya gimana”..😂",udah nonton sih cmn pas nonton hah maksdnya gimana,1
"se keren dan se seru ntu sich ni film, dua kali nonton di bioskop, studio selalu penuh penonton 🎉",keren seru ntu sich ni film kali nonton bioskop studio penuh penonton,2
..serem juga bre kalo jepang ninggalin pasak bumi di indonesia 😅😅,serem jutidak bre kalo jepang ningtidaklin pasak bumi indonesia,1
dan bru nonton di hirotada tentang pasak geisha di kalimantan,bru nonton hirotada pasak geisha kalimantan,1
" @astri-c9s  eh eh. Iya kaan? Berarti bener ya di Indonesia juga ada. ""Pasak"" dalam peti mati dikubur vertikal",astrics eh eh iya kaan bener ya indonesia jutidak pasak peti mati dikubur vertikal,1
Dan ternyata beneran ada ..baru aja ada yg cerita di Chanel hirotada ..di pasang di kalimantan,beneran aja yg cerita chanel hirotada pasang kalimantan,1
"Barusan saya lihat teman cerita, hirotada radifan yang mengisahkan pegawai yang bekerja di proyek Kalimantan. Makan seorang geisha",barusan lihat teman cerita hirotada radifan mengisahkan petidakwai proyek kalimantan makan geisha,1
"kesini karna habis nnton bang hiro✌🏻 kalo dipikir emg related ya,, korut ga akur sama korsel, indo juga sering ribut"" kecil sama malay krn pasaknya ditanem di perbatasan",kesini karna habis nnton bang hiro kalo dipikir emg related ya korut tidak akur korsel indo jutidak ribut malay krn pasaknya ditanem perbatasan,1
"Exhuma B aja, ceritanya muter2 dikuburan, hantu muncul jg nggak... mana ending nya cucu2 nya akhirnya selamat atau ga dari para leluhur jg ga dimengerti.. plot twist nya malah muncul hantu Shogun dari era penjajahan, entah peran bikhsu di bawa2 tujuannya buat apa, terlalu banyak membyang waktu ttg cerita Bikhsu... padahal berharap ternyata kuburan terlarang yg digali adalah Bikhsu dari aliran Buddha gelap.. bener2 membagongkan yg bilang exhuma bagus.. kemakan hoax produksi korea yg industri perfilmannya dah mulai habis ide cerita",exhuma b aja ceritanya muter dikuburan hantu muncul jg ngtidakk ending nya cucu nya selamat tidak leluhur jg tidak dimengerti plot twist nya muncul hantu shogun era penjajahan peran bikhsu bawa tujuannya membyang ttg cerita bikhsu berharap kuburan terlarang yg ditidakli bikhsu aliran buddha gelap bener membagongkan yg bilang exhuma bagus kemakan hoax produksi korea yg industri perfilmannya dah habis ide cerita,2
mandi dulu geh,mandi geh,1
"Bisa jadi 
Bisa jadi",,1
buruan liat hirotada radifan,buruan liat hirotada radifan,1
kalo soal mistis indonesia ga ada tandingannya .mistis nusantara setara sama mistis orang yahudi yg terkenal kuat,kalo mistis indonesia tidak tandintidaknnya mistis nusantara setara mistis orang yahudi yg terkenal kuat,1
"Uda ditanem sama ajisaka 😂, mitos tanah Jawa",uda ditanem ajisaka mitos tanah jawa,1
​ @kanahoki3638 yang dibahaa diatas yang di Kalimantan sih didalem pohon bukan dalem tanah,kanahokiyang dibahaa diatas kalimantan sih didalem pohon bukan dalem tanah,1
lu doang,lu doang,1
 @airlog103  nih ketemu satu si pemuja film biasa aja ini. 😬,airlog nih ketemu si pemuja film aja,1
Iya mnurutku bagian seremnya itu pas suara hantunya aja SM jumpscarenya jd kaget2,iya mnurutku seremnya pas suara hantunya aja sm jumpscarenya jd kaget,1
Keren Kim Jong UN ☺️☺️☺️ soal Kim Jong UN membela 🇵🇸 bukan membelah penjajah 🇮🇱😤😤😤🤮🤮🤮🤮,keren kim jong un kim jong un membela bukan membelah penjajah,2
BACOTT,bacott,1
"Keroyokan njirrr
Coba 1 vs 1 😂",keroyokan njirrrcoba vs,1
Bocah,bocah,1
​ @IsaYo-qk1do  Nggih paduka..,isayoqkdo nggih paduka,1
​ @IsaYo-qk1do siap paman tat,isayoqkdosiap paman tat,1
​ @IsaYo-qk1do siap pak tua,isayoqkdosiap tua,1
si hwa rim yg dukun sakti aja langsung ciut karena dia tau musuhnya ini siluman punya badan fisik jadi powernya diatas demit,si hwa rim yg dukun sakti aja langsung ciut tau musuhnya siluman badan fisik powernya diatas demit,1
"Iya ini epic bgt asli, sama yang part si cowok anak bapak yg meninggal di telpon pas mau dateng ke hotel, eh ternyata yg dihape itu yg palsu😨",iya epic bgt asli part si cowok anak yg meningtidakl telpon pas dateng hotel eh yg dihape yg palsu,2
​😊qqaqa😊qqqqaqaqq😊a😊😊😊qqqqaqqa😊qq😊qaqqqa😊qqaaqqqqqaaqaqaqqqqaqqaq😊qa😊qqaqqaq😊qaaqqaqqqqaqqqqqq😊q😊😊pqapqq😊qqq😊q😊qqaqa😊q😊qqa😊p😊qaqa😊qpqaqaq😊q😊qa😊😊q😊qqq😊aq😊qaq😊qaqaq😊a😊qa😊qa😊,qqaqaqqqqaqaqqaqqqqaqqaqqqaqqqaqqaaqqqqqaaqaqaqqqqaqqaqqaqqaqqaqqaaqqaqqqqaqqqqqqqpqapqqqqqqqqaqaqqqapqaqaqpqaqaqqqaqqqqaqqaqqaqaqaqaqa,1
​,,1
​😊qq😊😊qqqq😊qqqaqaaqaqqqq😊aqqa😊😊qaq😊😊q😊qqq😊a😊qqaaqqqqaaaaaqaqqaqa @rifanafazr ,qqqqqqqqqaqaaqaqqqqaqqaqaqqqqqaqqaaqqqqaaaaaqaqqaqarifanafazr,1
"bener, suara samurai nya juga bergema, badan tinggi besar, benar benar sosok jendral samurai yg terkutuk dan menjadi iblis",bener suara samurai nya jutidak bergema badan sosok jendral samurai yg terkutuk iblis,1
​,,1
Sama kak asli epic bgt sih pas scene ini,kak asli epic bgt sih pas scene,2
"Cringe, pas iblisnya muncul malah kayak monster musuhnya Ultraman",cringe pas iblisnya muncul kayak monster musuhnya ultraman,1
"Sosok itu diperankan sama Kim Byung oh, mantan atlet basket Korea yg memang memiliki tinggi badan 2 meter lebih. Jadi itu bukan efek CGI, itu aktornya emang raksasa😅",sosok diperankan kim byung oh mantan atlet basket korea yg memiliki badan meter bukan efek cgi aktornya emang raksasa,1
"Exhuma B aja, ceritanya muter2 dikuburan, hantu muncul jg nggak... mana ending nya cucu2 nya akhirnya selamat atau ga dari para leluhur jg ga dimengerti.. plot twist nya malah muncul hantu Shogun dari era penjajahan, entah peran bikhsu di bawa2 tujuannya buat apa, terlalu banyak membyang waktu ttg cerita Bikhsu... padahal berharap ternyata kuburan terlarang yg digali adalah Bikhsu dari aliran Buddha gelap.. bener2 membagongkan yg bilang exhuma bagus.. kemakan hoax produksi korea yg industri perfilmannya dah mulai habis ide cerita",exhuma b aja ceritanya muter dikuburan hantu muncul jg ngtidakk ending nya cucu nya selamat tidak leluhur jg tidak dimengerti plot twist nya muncul hantu shogun era penjajahan peran bikhsu bawa tujuannya membyang ttg cerita bikhsu berharap kuburan terlarang yg ditidakli bikhsu aliran buddha gelap bener membagongkan yg bilang exhuma bagus kemakan hoax produksi korea yg industri perfilmannya dah habis ide cerita,2
pas scene ini aku ikutan bingung gitu kek ya allah aku harus apa?!!!,pas scene ikutan bingung gitu kek ya allah,1
Trans7 LG tayang,trans lg tayang,1
"Tp aku nggak paham, knpa pas adegan raksasa ini mau nerkam si cewek kok malah berubah jd api",tp ngtidakk paham knpa pas adetidakn raksasa nerkam si cewek berubah jd api,1
"​ @DaningPutri-q2n di korea sudah ada hukum alam, kalau setan atau roh apapun yg bukan asli korea, tidak boleh mengganggu roh lokal. Nah karena di depan itu ada patung2 budha, atau apa itu, dia menghormati dan balik ke pemakamanya",daningputriqndi korea hukum alam setan roh apapun yg bukan asli korea tidak mengtidaknggu roh lokal patung budha menghormati pemakamanya,1
Ini sih iblis bulan atas.. kokushibo😂😂,sih iblis kokushibo,1
Setujuuuuuuuu,setujuuuuuuuu,1
Iy seram x,iy seram x,2
"Terus oninya lempar kepala, kirain kepala murid si cewe yg dipenggal",oninya lempar kepala kirain kepala murid si cewe yg dipengtidakl,1
​ @hidupcumasekalidannikmati 😊q😊q😊qq😊😊q😊q😊q😊q😊q😊q😊q😊q😊a😊q😊qq😊😊😊 www😊 wa😊😊😊😊😊q😊😊😊 wa😊😊 aku😊😊😊😊q😊😊q😊😊qqqqaqaqqqq wa q wa q wa ala qqq wa qaq wa qqqq wa qq wa qq wa qqqqqq wa wa q wa wa q q qqaqqqq wa q q qqqqq wa qaqqqqa wa q wa wa wa wa qaq wa wa wa q wa qq wa wa q wa wa wa wa qqqq wa qqq q q qqqqq q wa qq wa wa qq wa qq wa wa qqqqqa q wa aa wa a wa q wa wa wa wa q wa wa qqqqq wa q q wa wa wa qq wa qqaqaqa wa qqaqqaqq wa qqq q qqaqqaqqqqaqaqqqqaqaqqqqqqqqa q aqaqaqqaaqqqaqaa q wa qq wa q wa q wa qqq wa wa qqqaqaqaaq wa q wa q wa qqq wa wa qaqqqqqa wa wa wa wa wa q wa qqqa wa q wa wa wa q wa wa wa wa qqq q qq wa wa wa wa qaqqqqqaq wa q q qqqqq q wa wa qaaqaqaq wa wa qaaaaaa wa wa qqaqaqaqq wa wa qaqqaqaqqaqqqqqaqqaqqaqaqa wa aqqqqqqaa wa aqaqqqqaqq wa q akan qqq wa a q qqq wa qa wa qq wa qqqaaqaqqaq wa qqqqqqq wa wa qqqaqqqq wa wa wa wa wa wa wa wa qaq q wa wa aq wa q q qqqqq q wa wa aqqaqaqqqq wa q q qqq wa q q qqqqq q q wa wa qqaqqaqqqqqq wa q q qa q qq q qqaqq aku q wa wa q wa qqaqq wa aq wa wa q wa wa q wa wa qqaqqaq wa a wa qaqq wa qaqqqqaaaaqqqpqq q akan qqqqqa wa wa qq wa wa wa aqqqaqqqqaqqq q wa wa wa qqqqq wa qq q wa aqq wa qqqq wa wa qqqqa wa qaqqqa q q qqqqq akan q wa wa aqa q qqqqqqqqq wa q q wa q wa q wa wa pqqqqq wa wa q q qaqqqa wa wa wa qqq q q q qqqqq qq q q qqqqq wa wa wa wa wa q wa qqaqqq wa qaqq wa qqaqq q wa qqqqqqqq wa wa aaq q qq wa qqaqaqqqqqaqq wa aq wa wa qqqaqqaaqa wa aqqqqqaqq q qqq q qqqqaqqqa aku aq q akan qq wa wa wa qqq wa wa qa q wa wa wa wa apqqqqqqpqqqqqqq wa qpqqa wa wa q q qqqqq qqqqqq aku akan qqqaqqqqqa wa wa q akan qqqq aku akan qqp q qqaqqaaqqqqqq wa a q qqq qq wa q wa qaaqqqaqqqaqaqq aku akan qqqqqq aku wa wa qq wa wa qaq wa qaq akan ada q q qqaqqqqqqqqqqlqqaqqaqpqpqqq wa wa aq q akan qqqqqa qaqqqqqqqqa wa wa q q qqaaqaqqqpqaqaqqlpq q qqa wa wa qqqaqqa aku akan qlqqa wa qaqqaqaqqa q qqqqq wa wa qaq q qaqaqaaaqpqqaqqq wa qqpqqqqaqaqqqqqqqlqapqpqqqqq wa aqqqaqa wa aqqqaqaqpqa wa qqqq,hidupcumasekalidannikmatiqqqqqqqqqqqqaqqq www waq wa akuqqqqqqaqaqqqq wa q wa q wa ala qqq wa qaq wa qqqq wa qq wa qq wa qqqqqq wa wa q wa wa q q qqaqqqq wa q q qqqqq wa qaqqqqa wa q wa wa wa wa qaq wa wa wa q wa qq wa wa q wa wa wa wa qqqq wa qqq q q qqqqq q wa qq wa wa qq wa qq wa wa qqqqqa q wa aa wa a wa q wa wa wa wa q wa wa qqqqq wa q q wa wa wa qq wa qqaqaqa wa qqaqqaqq wa qqq q qqaqqaqqqqaqaqqqqaqaqqqqqqqqa q aqaqaqqaaqqqaqaa q wa qq wa q wa q wa qqq wa wa qqqaqaqaaq wa q wa q wa qqq wa wa qaqqqqqa wa wa wa wa wa q wa qqqa wa q wa wa wa q wa wa wa wa qqq q qq wa wa wa wa qaqqqqqaq wa q q qqqqq q wa wa qaaqaqaq wa wa qaaaaaa wa wa qqaqaqaqq wa wa qaqqaqaqqaqqqqqaqqaqqaqaqa wa aqqqqqqaa wa aqaqqqqaqq wa q qqq wa a q qqq wa qa wa qq wa qqqaaqaqqaq wa qqqqqqq wa wa qqqaqqqq wa wa wa wa wa wa wa wa qaq q wa wa aq wa q q qqqqq q wa wa aqqaqaqqqq wa q q qqq wa q q qqqqq q q wa wa qqaqqaqqqqqq wa q q qa q qq q qqaqq q wa wa q wa qqaqq wa aq wa wa q wa wa q wa wa qqaqqaq wa a wa qaqq wa qaqqqqaaaaqqqpqq q qqqqqa wa wa qq wa wa wa aqqqaqqqqaqqq q wa wa wa qqqqq wa qq q wa aqq wa qqqq wa wa qqqqa wa qaqqqa q q qqqqq q wa wa aqa q qqqqqqqqq wa q q wa q wa q wa wa pqqqqq wa wa q q qaqqqa wa wa wa qqq q q q qqqqq qq q q qqqqq wa wa wa wa wa q wa qqaqqq wa qaqq wa qqaqq q wa qqqqqqqq wa wa aaq q qq wa qqaqaqqqqqaqq wa aq wa wa qqqaqqaaqa wa aqqqqqaqq q qqq q qqqqaqqqa aq q qq wa wa wa qqq wa wa qa q wa wa wa wa apqqqqqqpqqqqqqq wa qpqqa wa wa q q qqqqq qqqqqq qqqaqqqqqa wa wa q qqqq qqp q qqaqqaaqqqqqq wa a q qqq qq wa q wa qaaqqqaqqqaqaqq qqqqqq wa wa qq wa wa qaq wa qaq q q qqaqqqqqqqqqqlqqaqqaqpqpqqq wa wa aq q qqqqqa qaqqqqqqqqa wa wa q q qqaaqaqqqpqaqaqqlpq q qqa wa wa qqqaqqa qlqqa wa qaqqaqaqqa q qqqqq wa wa qaq q qaqaqaaaqpqqaqqq wa qqpqqqqaqaqqqqqqqlqapqpqqqqq wa aqqqaqa wa aqqqaqaqpqa wa qqqq,1
​qqaqaqq qq aqaqqqqqaaqqqa,qqaqaqq qq aqaqqqqqaaqqqa,1
Aku pun begitu,,1
Gausah dipasak aja netizen Indo udah ribut muluk 😂,tidakusah dipasak aja netizen indo udah ribut muluk,1
"Di indonesia jg ada tepatnya di pulau kalimantan, br nonton kemarin di channel om hao cari aja",indonesia jg tepatnya pulau kalimantan br nonton kemarin channel om hao cari aja,1
Mungkin di daerahmu cuma 1 aja yg bioskop sma studionya jdi rame,daerahmu aja yg bioskop sma studionya jdi rame,1
" @fazriycebonk9109  di pulau dewata, ada 10 bioskop ya kurang lebih. semua ada di Bali bagian selatan. aku nonton 2 kali di 2 bioskop berbeda, penuh penonton. gak tau 8 bioskop lainnya 😊",fazriycebonk pulau dewata bioskop ya bali selatan nonton kali bioskop berbeda penuh penonton tidakk tau bioskop,1
"Exhuma B aja, ceritanya muter2 dikuburan, hantu muncul jg nggak... mana ending nya cucu2 nya akhirnya selamat atau ga dari para leluhur jg ga dimengerti.. plot twist nya malah muncul hantu Shogun dari era penjajahan, entah peran bikhsu di bawa2 tujuannya buat apa, terlalu banyak membyang waktu ttg cerita Bikhsu... padahal berharap ternyata kuburan terlarang yg digali adalah Bikhsu dari aliran Buddha gelap.. bener2 membagongkan yg bilang exhuma bagus.. kemakan hoax produksi korea yg industri perfilmannya dah mulai habis ide cerita...",exhuma b aja ceritanya muter dikuburan hantu muncul jg ngtidakk ending nya cucu nya selamat tidak leluhur jg tidak dimengerti plot twist nya muncul hantu shogun era penjajahan peran bikhsu bawa tujuannya membyang ttg cerita bikhsu berharap kuburan terlarang yg ditidakli bikhsu aliran buddha gelap bener membagongkan yg bilang exhuma bagus kemakan hoax produksi korea yg industri perfilmannya dah habis ide cerita,2
"Min diawal opening biasakan bilang gini ""namun sebelum melanjutkan video ini saya menyarankan untuk terlebih dahulu menonton filmnya secara langsung, kalo sudah dan kalian belum paham baru nonton video ini agar bisa lebih paham"" ini saran doang",min diawal opening biasakan bilang gini melanjutkan video menyarankan menonton filmnya langsung kalo paham nonton video atidakr paham saran doang,1
"bagus filmnya.. tp jjur aku bingung nama"" jepang dan korea.. suka lupa aja kalo ga di lihatin sama muka pemerannya.. dan sukanya krna filmnya happy ending",bagus filmnya tp jjur bingung nama jepang korea suka lupa aja kalo tidak lihatin muka pemerannya sukanya krna filmnya happy ending,2
Akhirnyaa ada yg review,akhirnyaa yg review,1
Kim Go Eun ❤,kim go eun,1
😍😍😍😍,,1
100/100⭐️⭐️⭐️,,1
Katanya gara2 pasak Jepang itu lah Korea jadi terpecah jadi selatan dan utara. Salah satu kesialan yang dialami Korea sampe jadi terpecah belah.,tidakra pasak jepang korea terpecah selatan utara salah kesialan dialami korea sampe terpecah belah,1
"Ralat Bang. pedang Jepang itu Katana. Kalau samurai itu kesatria dri Jepang yg biasanya memang menggunakan katana.

Pedang : Katana
Samurai : Penggunanya",ralat bang pedang jepang katana samurai kesatria dri jepang yg katanapedang katanasamurai penggunanya,1
nice,nice,1
Ini yang ditunggu tinggu bang 😁,ditunggu tinggu bang,1
"Kasihan beruangnya pdhal ga salah apa""🤣🤣",kasihan beruangnya pdhal tidak salah,1
Salam kenal bang jiwa dari Aceh,salam kenal bang jiwa aceh,1
"Seruuuu bangetttt
Makasih min udh bahass,jdi gk penasaran lagi",seruuuu bangettttmakasih min udh bahassjdi gk penasaran,1
❤,,1
❤,,1
"YaAllah,,,😢😢😢😢 Thank You Abang Jiwa❤❤❤❤",yaallah thank you abang jiwa,1
aman ga nih? kemarin ga bisa diakses videonya,aman tidak nih kemarin tidak diakses videonya,1
👍,,1
Film ini kalo ada sequel keduanya pasti bagus.... Soalnya film lebih fokus ke 4 org pembasmi setan😊,film kalo sequel bagus film fokus org pembasmi setan,2
Seruuu bnget,seruuu bnget,1
Betul betul.. Saya Udah nonton tp masih blm paham,udah nonton tp blm paham,1
"Betul, kalau di sejarah Korea ibarat daratan Korea itu bentuknya seperti harimau. Dan rubah menusuk pinggang harimau artinya rubah = Jepang, memecah Korea.",sejarah korea daratan korea bentuknya harimau rubah menusuk pingtidakng harimau rubah jepang memecah korea,1
Dan mungkin jg gara² pasak yg di tanam di Indonesia. Membuat kita gak pernah akur sama negara tetangga.,jg tidakra pasak yg tanam indonesia tidakk akur netidakra tetangtidak,1
​ @syakillamaharani27 hadeh ada ada aja,syakillamaharanihadeh aja,1
